"gender","genderID","ethnicity","citizen","English","Exam1","Exam2","attraction","Muslim","religious","conservative_self","conservative_parents","sexualOrientation","familyKnowsSexualOrientation","age_sexual_orientation","changeSexualOrientation","sameSexExperience","dateTransgender","MFS_self","MFS_present","MFS_attraction","gayFeelings","lesbianFeelings","sexPartners","relationship","sexInSeriousRelationship","seriousSex","sexBeforeMarriage","children","abortion","bed","birthMonth","TProll","TPconfig","foodPreference","burgers","InnocentVsGuilty","sexVsLove","attendance","version"
"Female","Female","Hispanic","Yes","Yes",93,99,15,"Uncertain",8,7,9,"straight","Yes",2,"No","No","No",1,2,8,0,0,14,1,8,8,"Yes - I already have",3,"Always Legal","No","August","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Yes",96,98,15,"Uncertain",0,2,7,"bi","Some do",16,"No","No","Yes",7,8,5,0,0,1,1,8,5,"Yes - I already have",2,"Legal most of the time","No","November","Over","WAD","Burger King","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","East Asian","No","No",97,88,15,"Uncertain",3,5,3,"straight","No",20,"No","No","No",7,3,9,2,4,8,4,5,4,"No",5,"Always Legal","Yes","March","Under","WAD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","Black","Yes","Yes",68,82,5,"Uncertain",5,5,10,"straight","Yes",10,"No","Yes","No",10,10,0,5,5,3,1,0,10,"Yes - I already have",3,"Always Legal","No","April","Under","WAD","Burger King","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","South Asian","Yes","Yes",100,86,5,"No",0,0,5,"asexual","No",12,"Yes","No","No",7,8,3,0,0,0,0,0,7,"No",1,"Always Legal","No","February","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Female","Female","Hispanic","Yes","Yes",67,80,5,"No",4,2,3,"straight","Yes",14,"No","No","Yes",5,5,8,0,0,1,1,5,6,"Yes - I already have",2,"Always Legal","No","May","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",2
"Female","Female","East Asian","No","No",92,100,0,"No",2,3,4,"straight","Yes",9,"No","No","No",7,9,0,3,8,1,5,6,10,"Yes - I would",2,"Legal most of the time","Yes","July","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",1
"Female","Female","Hispanic","Yes","No",73,83,15,"Uncertain",2,3,4,"straight","Yes",13,"No","Yes","No",3,3,8,0,0,1,1,5,7,"Yes - I already have",2,"Always Legal","No","August","No preference","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","Black","Yes","Yes",71,74,35,"No",8,5,5,"straight","Yes",8,"No","No","No",3,0,8,0,0,0,4,7,8,"Yes - I would",0,"Always Legal","Yes","February","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Female","Female","Hispanic","Yes","Yes",75,69,15,"No",0,1,4,"straight","Yes",12,"No","No","Yes",7,8,2,0,0,3,1,8,1,"Yes - I already have",3,"Always Legal","No","October","Under","WAD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",1
"Male","Male","East Asian","No","No",92,97,50,"Uncertain",2,2,4,"straight","Yes",2,"No","No","Yes",7,8,4,5,5,7,3,8,3,"Yes - I already have",2,"Legal most of the time","No","October","No preference","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",2
"Male","Male","White","Yes","Yes",94,94,35,"Yes",10,9,3,"straight","Yes",6,"Yes","Yes","No",2,2,8,8,8,6,2,10,10,"Yes - I already have",2,"Illegal most of the time","No","October","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","East Asian","Yes","Yes",85,93,10,"No",10,7,8,"straight","Yes",2,"No","No","No",3,3,7,7,7,2,2,5,10,"Yes - I already have",3,"Neutral","No","July","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","Black","Yes","Yes",49,63,40,"No",8,6,7,"straight","Yes",2,"No","No","No",0,0,10,0,0,1,0,7,4,"Yes - I already have",5,"Always Legal","Yes","June","No preference","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Male","Male","White","Yes","Yes",97,99,20,"No",0,0,3,"straight","Yes",8,"No","No","No",7,6,3,0,0,12,2,8,1,"Yes - I already have",3,"Always Legal","No","November","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","East Asian","No","No",88,99,5,"Yes",0,7,5,"straight","Yes",10,"No","No","Yes",3,4,8,1,1,1,3,3,1,"Yes - I already have",2,"Neutral","No","February","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",2
"Male","Male","East Asian","No","No",93,60,5,"No",1,2,3,"straight","Yes",2,"No","No","No",7,7,7,0,0,50,2,8,0,"Yes - I already have",3,"Always Legal","No","April","Over","WAD","Burger King","Burger King","Guilty Free","No Love","wedding",2
"Female","Female","East Asian","No","No",99,100,0,"Uncertain",0,5,5,"straight","Yes",10,"No","No","Yes",8,4,5,0,0,3,0,10,10,"Unsure",2,"Always Legal","Yes","August","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",1
"Male","Male","Hispanic","Yes","Yes",87,85,5,"No",7,3,5,"straight","Yes",8,"No","No","No",7,4,8,0,0,2,2,6,10,"Yes - I would",2,"Always Legal","No","July","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","Yes",94,100,0,"No",6,4,5,"straight","Yes",4,"No","No","No",10,9,0,3,3,1,1,8,10,"Yes - I already have",3,"Legal most of the time","Yes","April","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Female","Female","Black","Yes","Yes",70,95,25,"No",0,2,3,"bi","Some do",15,"No","No","Yes",3,3,5,0,0,4,1,6,4,"Yes - I already have",2,"Always Legal","No","March","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","Yes",94,94,50,"Uncertain",6,5,7,"straight","Yes",9,"No","Yes","No",3,3,7,3,0,5,1,6,4,"Yes - I already have",3,"Illegal most of the time","Yes","September","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Male","Male","Hispanic","Yes","Yes",69,63,25,"No",7,5,7,"straight","Yes",10,"No","Yes","No",7,8,1,10,9,5,3,10,0,"Yes - I already have",2,"Legal most of the time","No","May","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",2
"Male","Male","East Asian","No","No",89,98,40,"Uncertain",0,5,5,"straight","Yes",9,"No","No","Yes",5,5,2,3,8,3,1,3,3,"Yes - I already have",2,"Legal most of the time","Yes","March","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",2
"Male","Male","East Asian","Yes","Yes",81,87,25,"Yes",2,5,3,"straight","Yes",10,"No","No","No",6,6,4,4,4,2,1,5,3,"Yes - I already have",2,"Legal most of the time","No","July","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Female","Female","Hispanic","Yes","Yes",60,78,30,"No",5,2,1,"straight","Yes",7,"No","Yes","No",0,4,10,0,0,6,2,6,10,"Yes - I already have",2,"Neutral","Yes","November","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","Black","Yes","Yes",81,98,20,"No",8,7,6,"straight","Yes",4,"No","No","No",10,10,0,0,0,2,0,7,7,"Yes - I already have",0,"Neutral","No","February","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","Other","Yes","Yes",76,83,30,"No",7,4,6,"straight","Yes",8,"No","No","No",9,9,2,0,0,3,2,6,1,"Yes - I already have",3,"Legal most of the time","Yes","April","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","East Asian","No","No",86,91,5,"Uncertain",3,5,7,"straight","Yes",8,"No","No","No",3,5,9,5,5,0,1,7,9,"Unsure",2,"Illegal most of the time","Yes","September","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","Other","Yes","Yes",73,85,20,"No",6,2,6,"straight","Yes",14,"No","Yes","Yes",9,9,3,0,0,1,2,8,7,"Yes - I already have",3,"Always Legal","No","May","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","White","Yes","Yes",84,93,20,"No",3,5,8,"straight","Yes",12,"No","No","No",6,6,4,0,0,7,3,7,7,"Yes - I already have",2,"Always Legal","No","August","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",2
"Male","Male","White","Yes","Yes",60,68,5,"No",9,5,5,"straight","Yes",3,"No","No","No",10,7,0,2,2,1,1,0,2,"Yes - I already have",4,"Neutral","Yes","April","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","Yes",83,83,55,"Uncertain",7,7,7,"straight","Yes",6,"No","No","No",9,9,2,1,1,1,3,2,2,"Yes - I already have",2,"Illegal most of the time","Yes","December","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Male","Male","East Asian","No","No",82,88,20,"No",3,4,8,"straight","Yes",2,"No","No","No",3,1,1,5,5,6,3,6,3,"No",3,"Illegal most of the time","No","May","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",1
"Female","Female","Black","Yes","Yes",69,63,5,"Uncertain",5,10,10,"bi","Some do",8,"No","Yes","No",3,5,8,0,0,8,0,5,3,"Yes - I already have",2,"Always Legal","No","June","Under","FOLD","Burger King","Mcdonalds","Innocent Executed","No Love","wedding",1
"Female","Female","Black","Yes","Yes",72,78,20,"Uncertain",6,5,6,"straight","No",2,"No","No","No",5,9,1,5,5,1,1,8,10,"Yes - I already have",5,"Illegal most of the time","Yes","April","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Male","Male","Hispanic","Yes","Yes",88,80,15,"No",1,3,3,"straight","Yes",10,"No","No","No",8,8,3,0,0,3,2,4,5,"Yes - I already have",2,"Always Legal","No","September","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Male","Male","East Asian","No","No",96,97,5,"Yes",2,4,4,"straight","Yes",10,"No","No","No",0,0,10,7,7,1,1,5,10,"Yes - I already have",3,"Always Legal","Yes","April","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","East Asian","No","No",95,98,50,"Uncertain",0,4,6,"straight","Yes",12,"No","No","No",4,4,7,5,5,0,0,5,5,"Unsure",2,"Neutral","No","April","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Male","Male","Hispanic","Yes","Yes",93,83,30,"No",7,6,8,"straight","Yes",2,"No","No","No",2,2,7,3,2,2,0,6,7,"Yes - I already have",3,"Legal most of the time","No","June","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","Yes",88,95,25,"Yes",8,7,8,"straight","Yes",5,"No","No","No",2,2,8,7,7,0,0,3,8,"No",3,"Illegal most of the time","Yes","April","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","East Asian","No","No",99,100,5,"Uncertain",2,5,5,"straight","Yes",6,"No","No","No",0,0,10,8,3,0,0,0,10,"No",0,"Always Legal","Yes","July","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",2
"Male","Male","South Asian","Yes","Yes",80,79,30,"No",5,3,4,"straight","Yes",9,"No","No","No",3,3,7,2,2,0,0,8,7,"No",2,"Always Legal","Yes","January","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Male","Male","Other","Yes","Yes",98,98,5,"No",2,0,4,"straight","Yes",7,"No","No","Yes",6,6,3,0,0,2,1,8,7,"Yes - I already have",2,"Always Legal","Yes","January","Over","WAD","Burger King","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","South Asian","Yes","Yes",79,84,10,"Uncertain",7,5,5,"straight","Yes",2,"No","No","No",2,2,9,5,5,0,1,0,5,"Unsure",3,"Neutral","Yes","February","Over","WAD","Burger King","Mcdonalds","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Yes",75,74,10,"No",7,3,1,"straight","Yes",6,"No","No","Yes",10,10,3,0,0,2,2,5,8,"Yes - I already have",0,"Always Legal","Yes","September","No preference","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Male","Male","East Asian","No","No",85,98,5,"Uncertain",5,5,5,"straight","Yes",11,"No","No","No",5,5,5,5,9,1,3,3,0,"Yes - I already have",2,"Neutral","Yes","May","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",1
"Female","Female","White","Yes","Yes",94,97,5,"No",2,4,5,"straight","Yes",12,"No","No","No",0,2,10,0,0,6,0,3,7,"Yes - I already have",2,"Always Legal","No","June","Under","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Yes",82,90,5,"Uncertain",6,3,5,"straight","Yes",3,"No","No","No",0,0,10,0,0,0,0,6,7,"Yes - I would",3,"Legal most of the time","No","November","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","Yes",92,97,30,"Yes",6,6,6,"straight","Yes",2,"No","No","No",2,2,10,5,5,2,1,7,5,"Yes - I already have",3,"Legal most of the time","No","January","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",2
"Female","Other","White","Yes","Yes",51,76,55,"No",4,0,7,"other","No",18,"Yes","No","Yes",5,3,4,0,0,0,0,1,7,"Yes - I would",0,"Always Legal","Yes","May","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","South Asian","Yes","Yes",97,99,20,"No",2,0,1,"straight","Yes",5,"No","No","No",8,8,3,0,0,0,0,8,10,"No",2,"Always Legal","No","July","Over","WAD","Burger King","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Other","Yes","Yes",88,94,35,"No",2,0,3,"straight","Yes",6,"No","Yes","No",9,8,2,0,0,0,0,7,10,"Yes - I would",3,"Legal most of the time","Yes","June","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",1
"Female","Female","White","Yes","Yes",51,62,45,"No",6,2,6,"straight","Yes",6,"No","No","No",8,8,5,0,0,3,1,7,6,"Yes - I already have",3,"Legal most of the time","Yes","December","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",1
"Female","Female","White","Yes","Yes",75,90,55,"No",6,7,8,"straight","Yes",10,"No","No","No",2,1,8,6,7,1,0,5,5,"Yes - I already have",2,"Legal most of the time","Yes","January","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Yes",68,88,15,"Uncertain",7,8,9,"straight","Yes",4,"No","No","No",9,9,0,5,10,0,0,1,10,"No",3,"Illegal most of the time","Yes","June","Under","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","Yes",86,93,25,"No",0,1,3,"straight","Yes",11,"No","No","No",3,4,5,0,0,2,1,6,2,"Yes - I already have",3,"Always Legal","Yes","December","Over","WAD","Burger King","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Black","Yes","Yes",75,76,20,"No",5,5,10,"bi","Some do",11,"No","Yes","Yes",5,5,7,0,0,3,3,2,2,"Yes - I already have",3,"Always Legal","Yes","March","No preference","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Yes",74,96,35,"Uncertain",7,4,4,"straight","Yes",10,"No","No","No",0,0,0,3,3,0,0,4,8,"Unsure",2,"Neutral","No","October","Over","WAD","Burger King","Burger King","Guilty Free","No Sex","wedding",2
"Male","Male","Hispanic","Yes","Yes",95,98,20,"Uncertain",2,5,5,"straight","Yes",6,"No","No","No",8,8,2,0,0,1,1,7,2,"Yes - I already have",3,"Legal most of the time","No","June","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Male","Male","South Asian","Yes","No",95,91,40,"No",8,5,3,"straight","Yes",5,"No","No","No",0,2,10,8,5,2,0,8,8,"Yes - I already have",3,"Always Legal","Yes","October","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","White","Yes","Yes",78,92,50,"Yes",5,4,5,"straight","Yes",4,"No","No","No",10,9,1,3,3,11,1,4,5,"Yes - I already have",2,"Always Legal","No","September","No preference","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Male","Male","Black","Yes","Yes",72,93,30,"No",1,3,3,"straight","Yes",3,"No","No","No",3,3,8,10,10,0,0,8,5,"Yes - I would",2,"Legal most of the time","No","January","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","Yes",84,94,20,"Yes",8,7,10,"straight","Yes",6,"No","No","No",2,0,7,4,0,0,1,1,10,"Unsure",3,"Illegal most of the time","Yes","February","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Hispanic","Yes","Yes",93,80,0,"No",4,4,2,"straight","Yes",2,"No","No","No",9,10,0,10,10,1,1,10,10,"Yes - I already have",4,"Always Legal","Yes","June","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Male","Male","White","Yes","Yes",94,88,30,"No",1,0,0,"straight","Yes",6,"No","No","No",6,7,4,0,0,2,1,9,5,"Yes - I already have",2,"Always Legal","No","November","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Male","Male","East Asian","No","No",70,94,20,"Uncertain",0,5,5,"straight","Yes",2,"No","No","No",8,8,0,0,10,1,1,7,5,"Yes - I already have",2,"Legal most of the time","No","November","No preference","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Yes",83,83,5,"No",8,5,7,"straight","Yes",13,"No","No","No",3,2,10,10,10,0,1,2,5,"No",2,"Neutral","Yes","March","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","Black","No","No",87,87,30,"No",10,6,6,"straight","Yes",3,"No","No","No",8,8,0,0,0,0,0,10,10,"No",7,"Neutral","No","September","Under","WAD","Burger King","Burger King","Innocent Executed","No Sex","funeral",1
"Male","Male","East Asian","No","No",93,99,30,"Yes",2,5,5,"straight","Yes",9,"No","No","No",2,5,6,9,1,3,1,10,10,"Yes - I already have",3,"Always Legal","No","August","Under","FOLD","Burger King","Mcdonalds","Innocent Executed","No Love","funeral",1
"Female","Female","White","Yes","Yes",75,89,35,"Yes",6,8,10,"straight","Yes",6,"No","No","No",0,0,8,2,0,2,1,7,7,"Yes - I already have",4,"Always Legal","Yes","February","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Male","Male","White","Yes","Yes",80,90,25,"No",1,5,5,"straight","Yes",10,"No","No","No",8,8,2,2,5,5,3,7,5,"Yes - I already have",2,"Illegal most of the time","No","March","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Male","Male","East Asian","No","No",97,98,5,"No",5,5,5,"straight","Yes",7,"No","No","No",9,9,1,5,5,0,0,5,5,"Yes - I would",1,"Neutral","No","March","Over","FOLD","Burger King","Burger King","Guilty Free","No Love","funeral",2
"Female","Female","White","Yes","Yes",93,100,50,"No",0,0,2,"bi","No",15,"No","Yes","Yes",7,7,4,0,0,0,0,10,10,"Yes - I would",2,"Always Legal","No","October","Under","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Male","Male","White","Yes","Yes",93,96,20,"No",9,3,5,"bi","No",16,"No","Yes","Yes",3,1,8,0,0,0,0,0,10,"No",2,"Always Legal","No","March","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","East Asian","No","No",92,93,30,"Uncertain",0,5,5,"straight","Yes",2,"No","No","No",8,9,1,0,0,1,2,10,10,"Yes - I already have",2,"Always Legal","Yes","November","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",1
"Female","Female","White","Yes","Yes",85,94,15,"Uncertain",8,8,10,"straight","Yes",8,"No","Yes","No",0,0,10,2,2,6,2,6,8,"Yes - I already have",3,"Illegal most of the time","No","December","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Other","Yes","No",96,99,50,"Yes",6,5,6,"bi","No",8,"No","Yes","Yes",0,0,10,10,9,12,3,0,10,"Yes - I already have",3,"Always Legal","Yes","July","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",2
"Female","Female","East Asian","Yes","Yes",95,97,5,"No",6,4,7,"straight","Yes",5,"No","Yes","No",1,2,9,0,0,1,1,8,4,"Yes - I already have",3,"Always Legal","Yes","April","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
