"gender","genderID","greek","homeTown","ethnicity","religion","religious","likeMath","calculus","ACT","GPA","partyHr","drinks","sexPartners","relationships","callParents","socialMedia","texts","goodOrWell","expectedIncome","president","DACA","liberal","politicalParty","gradeVsLearning","parentRelationship","workHr","tuition","career"
"Male","Male","No","Big City Subrub","White","Agnostic",3,8,"No",28,3.3,0,0,0,1,2,1,2,4,90,"Not eligible to vote",5,6,"Other",9,6,25,40,9
"Female","Female","No","Big City","Hispanic","Christian",10,10,"Yes",24,4,3,5,2,2,2,4,3,6,150,"Not eligible to vote",0,0,"Democratic",5,10,0,30,10
"Male","Male","No","Big City Subrub","White","Christian",7,5,"Yes",29,3.8,4,0,0,2,2,5,2,10,450,"Donald Trump",10,10,"Republican",3,10,0,100,9
"Female","Female","No","Big City","East Asian","Religious but not one of the above",5,9,"Yes",27,3.7,1,3,1,1,2,6,7,3,10,"Not eligible to vote",0,3,"Other",4,9,0,100,8
"Male","Male","No","Medium City","East Asian","Christian",8,6,"Yes",33,2.8,1,5,0,2,1,3,1,5,1,"Not eligible to vote",0,5,"Other",3,7,0,100,3
"Female","Female","No","Big City Subrub","White","Christian",6,1,"No",22,3.5,6,5,1,1,5,2,7,1,60,"Chose not to vote",1,7,"Republican",6,9,10,20,10
"Male","Male","No","Big City","Black","Agnostic",2,4,"No",22,2.5,0,0,0,0,9,1,0,10,5000,"Chose not to vote",3,4,"Democratic",5,4,0,20,4
"Female","Female","Yes","Big City Subrub","White","Christian",8,1,"No",25,3.9,0,0,0,2,10,6,10,5,500,"Hillary Clinton",0,4,"Democratic",6,10,0,100,6
"Female","Female","No","Big City","East Asian","Agnostic",3,3,"Yes",29,4,8,2,0,1,3,6,4,2,500,"Not eligible to vote",1,3,"Other",10,0,0,10,6
"Female","Female","No","Big City","Other","Christian",6,0,"No",22,3.5,13,35,1,1,24,3,3,5,80,"Hillary Clinton",0,4,"Democratic",3,5,0,30,4
"Male","Male","No","Big City Subrub","South Asian","Christian",4,7,"Yes",28,3.3,4,2,3,0,6,3,6,7,350,"Hillary Clinton",0,1,"Democratic",2,6,0,90,10
"Male","Male","No","Big City","East Asian","Atheist",0,7,"Yes",19,3.3,2,0,5,2,2,2,5,5,10000,"Not eligible to vote",5,5,"Other",5,9,0,90,6
"Female","Female","Yes","Big City Subrub","White","Jewish",3,2,"No",22,2.6,7,5,20,2,4,10,4,7,70,"Hillary Clinton",0,4,"Democratic",4,8,5,90,7
"Male","Male","No","Big City Subrub","South Asian","Hindu",5,8,"Yes",28,3.7,2,8,2,0,7,1,7,10,100,"Donald Trump",6,8,"Republican",0,10,0,50,4
"Male","Male","No","Big City Subrub","White","Atheist",0,0,"No",31,2.8,0,0,1,2,1,3,2,7,15,"Hillary Clinton",1,6,"Other",5,5,10,100,0
"Female","Female","Yes","Big City Subrub","White","Christian",6,6,"Yes",27,3.9,12,12,1,2,4,2,5,6,105,"Hillary Clinton",0,4,"Democratic",4,8,0,90,7
"Male","Male","No","Medium City","White","Atheist",1,2,"Yes",26,3.1,0,12,0,0,1,2,2,9,60,"Jill Stein",10,8,"Republican",1,7,0,50,5
"Female","Female","No","Big City Subrub","White","Atheist",0,8,"Yes",25,3.7,8,4,1,1,3,2,3,4,120,"Not eligible to vote",1,7,"Republican",4,8,0,70,3
"Female","Female","Yes","Big City Subrub","White","Christian",5,4,"Yes",29,4,10,12,13,3,5,4,6,7,100,"Not eligible to vote",2,8,"Republican",2,9,5,100,10
"Female","Female","No","Medium City","White","Atheist",0,3,"No",35,2.5,10,10,15,3,2,2,5,8,150,"Hillary Clinton",0,2,"Democratic",8,8,15,100,5
"Female","Female","No","Big City","East Asian","Atheist",1,7,"Yes",32,3.9,0,0,0,0,5,3,1,5,7,"Not eligible to vote",0,8,"Other",8,7,0,100,6
"Female","Female","Yes","Big City Subrub","White","Christian",8,6,"No",23,3.9,0,0,0,0,5,2,5,0,200,"Donald Trump",5,5,"Republican",0,10,0,50,5
"Female","Female","No","Big City","East Asian","Atheist",0,8,"Yes",31,3.8,3,0,0,2,2,1,3,6,10,"Not eligible to vote",5,5,"Republican",5,9,10,70,3
"Female","Female","No","Big City Subrub","White","Agnostic",0,4,"No",28,3.8,10,12,1,1,1,5,2,7,80,"Chose not to vote",3,3,"Democratic",2,10,0,20,10
"Female","Female","No","Big City","White","Religious but not one of the above",5,7,"No",23,3.1,10,9,1,2,7,10,2,0,75,"Chose not to vote",5,5,"Independent",8,7,20,100,10
"Female","Female","No","Big City Subrub","White","Christian",7,6,"No",23,3.3,20,30,15,1,3,2,5,4,120,"Donald Trump",7,7,"Republican",4,8,0,100,7
"Female","Female","No","Medium City","White","Atheist",1,1,"No",30,3.5,1,0,0,0,5,3,6,4,100,"Not eligible to vote",0,0,"Democratic",5,8,0,100,6
"Male","Male","No","Big City Subrub","White","Christian",5,5,"No",25,3.7,12,8,2,0,1,0,2,2,100,"Gary Johnson",1,2,"Democratic",8,5,0,90,6
"Male","Male","No","Big City","East Asian","Christian",2,3,"Yes",29,3.6,1,1,1,1,1,3,7,10,150,"Not eligible to vote",1,5,"Democratic",3,10,20,100,10
"Male","Male","No","Big City Subrub","East Asian","Agnostic",0,0,"No",31,4,0,0,1,1,3,3,1,4,75,"Hillary Clinton",0,3,"Democratic",5,5,0,100,6
"Male","Male","Yes","Big City Subrub","White","Agnostic",5,8,"Yes",28,3.2,15,20,9,2,0,0,3,10,10000,"Hillary Clinton",5,5,"Democratic",10,0,0,100,10
"Male","Male","No","Big City","East Asian","Religious but not one of the above",3,5,"Yes",30,3.8,2,0,3,2,15,6,10,5,1000,"Chose not to vote",4,5,"Other",5,7,0,100,7
"Male","Male","No","Medium City","Other","Agnostic",1,5,"Yes",30,3.3,6,3,1,1,1,7,3,5,200,"Gary Johnson",0,4,"Democratic",5,8,0,100,5
"Female","Female","No","Small Town","Other","Agnostic",3,4,"No",32,3.9,6,20,1,0,1,2,5,3,80,"Hillary Clinton",0,2,"Democratic",5,4,0,0,3
"Female","Female","No","Big City Subrub","White","Religious but not one of the above",6,5,"No",27,3.7,2,5,0,0,7,4,4,5,80,"Hillary Clinton",3,5,"Independent",4,7,0,100,8
"Male","Male","No","Medium City","East Asian","Atheist",2,5,"Yes",32,3.5,0,0,0,3,1,1,3,10,200,"Chose not to vote",5,5,"Democratic",5,8,0,100,6
"Female","Female","No","Big City","East Asian","Religious but not one of the above",5,7,"Yes",32,3,2,0,1,1,3,10,3,8,100,"Not eligible to vote",5,5,"Other",4,9,0,100,6
"Male","Male","No","Big City Subrub","White","Christian",6,8,"Yes",32,4,5,5,1,3,1,3,5,5,150,"Donald Trump",5,8,"Republican",1,9,0,70,7
"Male","Male","No","Big City Subrub","East Asian","Christian",10,1,"Yes",27,3.7,0,0,0,0,4,2,1,0,300,"Not eligible to vote",0,8,"Other",5,9,0,80,10
"Female","Female","Yes","Big City Subrub","White","Christian",6,0,"No",25,3.2,9,18,10,2,1,2,5,3,100,"Donald Trump",2,7,"Independent",3,6,0,50,10
"Female","Other","No","Big City Subrub","Hispanic","Christian",4,1,"No",25,3.8,7,6,10,4,14,4,3,4,80,"Hillary Clinton",0,0,"Democratic",7,6,10,100,8
"Male","Male","Yes","Big City","Hispanic","Christian",7,7,"Yes",21,2.5,6,5,3,2,5,2,4,9,90,"Chose not to vote",0,10,"Democratic",0,10,0,0,6
"Female","Female","No","Big City Subrub","East Asian","Christian",10,7,"Yes",26,3.5,0,0,0,0,1,2,2,5,100,"Hillary Clinton",2,5,"Democratic",4,8,10,70,8
"Male","Male","No","Big City","White","Agnostic",2,5,"No",26,3.4,0,0,1,1,2,2,4,5,250,"Gary Johnson",3,5,"Libertarian",5,3,20,0,8
"Female","Female","No","Medium City","White","Christian",4,8,"No",21,4,1,2,1,1,4,2,3,7,96,"Not eligible to vote",1,5,"Democratic",3,10,0,10,10
"Male","Male","No","Big City","East Asian","Atheist",0,8,"Yes",33,4,3,0,1,1,2,4,1,9,200,"Not eligible to vote",3,5,"Other",3,8,10,100,9
"Male","Male","No","Small Town","East Asian","Christian",7,7,"Yes",30,3,2,2,2,1,2,1,15,5,20,"Not eligible to vote",0,0,"Other",5,7,0,100,5
"Female","Female","No","Big City Subrub","Hispanic","Christian",4,5,"Yes",26,3.1,0,0,0,0,5,4,6,6,60,"Hillary Clinton",0,2,"Democratic",5,9,5,90,5
"Female","Female","No","Medium City","Black","Christian",7,8,"Yes",26,3.5,2,0,0,0,7,4,7,5,320,"Not eligible to vote",0,0,"Democratic",5,9,0,0,9
"Female","Female","Yes","Big City","East Asian","Religious but not one of the above",2,5,"Yes",30,3.4,3,0,2,1,1,5,10,6,30,"Not eligible to vote",6,4,"Democratic",4,9,0,100,6
"Female","Female","No","Big City Subrub","White","Jewish",2,1,"No",24,2.8,17,14,0,0,14,7,10,5,100,"Chose not to vote",0,3,"Democratic",4,8,5,100,8
"Male","Male","No","Big City Subrub","White","Buddhist",4,0,"Yes",24,3.6,4,12,6,3,2,3,3,0,50,"Chose not to vote",0,4,"Green",7,8,20,90,7
"Male","Male","No","Big City","East Asian","Religious but not one of the above",0,5,"Yes",25,3.2,3,5,1,1,2,3,5,5,100,"Chose not to vote",5,5,"Other",3,9,0,100,6
"Male","Male","Yes","Small Town","White","Christian",7,7,"Yes",25,4,5,10,5,1,5,6,3,8,100,"Donald Trump",5,3,"Republican",6,10,35,50,9
"Female","Female","No","Big City Subrub","White","Christian",3,6,"No",23,3.8,2,5,0,1,2,2,4,0,200,"Not eligible to vote",5,6,"Republican",5,10,0,100,7
"Male","Male","Yes","Big City","White","Christian",2,7,"No",27,3.7,7,40,4,2,25,6,5,3,80,"Donald Trump",5,8,"Republican",6,7,35,100,1
"Female","Female","No","Small Town","White","Christian",10,2,"No",24,4,0,0,4,1,7,2,4,5,100,"Not eligible to vote",0,5,"Other",5,9,0,0,5
"Female","Female","No","Big City Subrub","Black","Christian",7,10,"No",21,3.5,8,3,0,1,7,5,4,10,10000,"Hillary Clinton",0,0,"Democratic",5,8,20,40,8
"Male","Male","No","Medium City","White","Christian",7,5,"No",27,3.2,0,0,0,0,4,5,4,5,80,"Chose not to vote",0,4,"Democratic",5,8,0,20,8
"Female","Female","No","Big City Subrub","Black","Christian",4,0,"No",16,2.5,5,1,2,2,50,5,5,10,108,"Chose not to vote",0,7,"Democratic",0,10,25,0,10
"Female","Female","No","Big City Subrub","White","Christian",9,8,"Yes",30,3.9,0,0,1,1,0,2,5,7,125,"Not eligible to vote",2,5,"Republican",7,10,0,100,5
"Female","Female","No","Big City","Black","Christian",5,6,"Yes",26,3,0,0,0,0,1,3,4,6,75,"Hillary Clinton",0,2,"Democratic",6,10,0,90,9
"Male","Male","No","Medium City","East Asian","Atheist",3,9,"Yes",29,3.6,2,0,1,1,5,2,4,5,100,"Not eligible to vote",6,6,"Other",5,5,30,30,7
"Male","Male","No","Small Town","East Asian","Christian",10,7,"Yes",31,3.5,3,1,0,1,7,1,10,5,300,"Chose not to vote",6,5,"Republican",5,10,0,100,9
"Female","Female","No","Big City Subrub","South Asian","Christian",4,6,"Yes",27,3.1,12,14,0,0,2,6,4,5,100,"Not eligible to vote",0,3,"Democratic",1,3,0,100,7
"Male","Male","Yes","Big City Subrub","White","Christian",5,5,"Yes",29,3.5,10,25,4,2,1,1,5,2,400,"Chose not to vote",0,3,"Other",8,2,10,90,9
"Female","Female","No","Big City","White","Christian",8,1,"Yes",31,3.4,10,20,3,0,1,2,5,5,100,"Hillary Clinton",0,4,"Democratic",3,8,0,100,2
"Female","Female","No","Big City Subrub","Hispanic","Christian",2,6,"Yes",26,4,0,0,2,2,2,3,4,5,140,"Chose not to vote",0,2,"Democratic",7,10,25,100,6
"Female","Female","Yes","Big City Subrub","Hispanic","Religious but not one of the above",7,8,"Yes",27,3,10,10,3,2,4,4,6,10,200,"Chose not to vote",0,0,"Democratic",5,10,5,20,10
"Female","Female","No","Big City","East Asian","Buddhist",3,0,"Yes",32,3.8,0,0,0,5,1,3,5,10,200,"Not eligible to vote",5,5,"Independent",5,9,0,100,7
"Female","Female","Yes","Big City","White","Christian",7,2,"No",29,3.9,8,9,6,2,12,5,8,5,100,"Hillary Clinton",0,5,"Democratic",4,9,0,100,5
"Female","Female","Yes","Big City Subrub","Other","Agnostic",2,5,"Yes",31,2.5,3,3,0,0,3,2,7,3,90,"Hillary Clinton",0,2,"Democratic",5,7,0,100,6
"Female","Female","Yes","Big City Subrub","White","Christian",7,7,"Yes",27,3.1,0,0,3,1,4,1,3,8,60,"Gary Johnson",0,5,"Libertarian",3,9,10,100,5
"Female","Female","No","Small Town","White","Christian",5,4,"Yes",25,3.5,4,2,4,1,2,3,4,5,100,"Donald Trump",6,7,"Republican",3,7,0,100,8
"Male","Male","Yes","Big City Subrub","White","Christian",5,7,"Yes",33,3.7,35,50,1,1,2,0,20,8,500,"Not eligible to vote",5,7,"Republican",5,7,0,100,10
"Female","Female","No","Small Town","White","Agnostic",1,4,"Yes",32,3.3,2,7,0,1,5,3,4,5,500,"Hillary Clinton",0,0,"Democratic",7,7,5,10,7
"Female","Female","No","Big City Subrub","East Asian","Atheist",1,5,"No",31,3.5,0,0,0,2,0,8,6,8,100,"Not eligible to vote",0,7,"Other",3,5,0,100,10
"Female","Female","No","Big City","Hispanic","Christian",5,10,"Yes",21,4,3,4,3,2,4,3,2,5,150,"Hillary Clinton",0,0,"Democratic",0,3,0,0,5
"Female","Female","No","Big City Subrub","White","Atheist",0,5,"No",28,3.7,2,4,1,1,4,1,4,5,120,"Hillary Clinton",0,0,"Democratic",5,10,5,100,8
"Male","Male","No","Big City","Hispanic","Atheist",2,3,"Yes",26,2.8,4,8,2,1,0,1,3,5,90,"Hillary Clinton",0,4,"Democratic",5,7,10,50,4
"Female","Female","No","Big City","East Asian","Buddhist",3,2,"No",22,3,0,0,0,0,7,4,4,10,100,"Not eligible to vote",0,0,"Democratic",0,8,0,80,0
"Female","Female","No","Big City Subrub","White","Christian",3,3,"Yes",34,3.3,2,0,1,4,1,4,5,6,90,"Chose not to vote",0,3,"Democratic",6,4,15,10,6
"Female","Female","No","Small Town","White","Christian",5,0,"No",23,3.9,0,0,1,1,50,10,4,1,100,"Chose not to vote",0,5,"Democratic",1,8,0,100,5
"Female","Female","Yes","Small Town","White","Christian",6,10,"Yes",28,4,6,8,4,2,7,4,6,5,200,"Hillary Clinton",0,2,"Democratic",2,5,0,100,8
"Male","Male","No","Big City","East Asian","Buddhist",3,6,"Yes",32,3.6,9,12,0,2,1,2,5,8,300,"Not eligible to vote",6,6,"Republican",5,6,0,100,7
"Female","Female","No","Big City","Hispanic","Christian",1,9,"Yes",26,3.3,8,3,2,1,7,2,10,5,500,"Not eligible to vote",0,2,"Democratic",5,4,0,100,0
"Male","Male","Yes","Big City Subrub","White","Christian",4,7,"Yes",31,3.4,25,40,5,1,1,1,2,8,100,"Chose not to vote",2,5,"Republican",6,7,10,80,6
"Female","Female","No","Medium City","White","Religious but not one of the above",4,5,"Yes",24,3.9,0,0,0,1,4,2,3,5,100,"Not eligible to vote",4,8,"Republican",7,8,20,80,1
"Female","Female","No","Big City Subrub","White","Agnostic",2,5,"Yes",29,3.6,7,25,1,0,4,2,3,7,70,"Chose not to vote",0,2,"Green",7,3,0,0,3
"Male","Male","Yes","Small Town","East Asian","Agnostic",0,6,"Yes",33,3.7,16,40,4,2,2,3,10,5,5000,"Not eligible to vote",0,2,"Democratic",3,6,0,100,3
"Female","Female","No","Big City Subrub","East Asian","Atheist",3,7,"Yes",32,3.8,2,3,0,1,8,2,6,7,70,"Not eligible to vote",5,5,"Other",4,10,10,90,7
"Female","Female","No","Big City Subrub","White","Christian",3,2,"Yes",29,3.7,10,4,0,0,4,3,6,4,75,"Not eligible to vote",0,0,"Democratic",5,8,0,100,6
"Female","Female","No","Big City","White","Christian",5,7,"No",28,3.9,6,10,1,1,5,3,8,7,100,"Not eligible to vote",2,3,"Democratic",5,8,0,100,0
"Female","Female","No","Big City Subrub","White","Christian",3,6,"No",31,4,14,13,1,0,3,2,6,6,200,"Not eligible to vote",0,2,"Democratic",4,6,0,100,0
"Female","Female","No","Big City","Hispanic","Christian",3,2,"Yes",25,3.2,8,8,10,0,7,2,4,3,60,"Hillary Clinton",0,3,"Democratic",5,10,10,10,8
"Male","Male","No","Big City Subrub","East Asian","Agnostic",2,0,"Yes",33,3.8,0,0,2,0,3,2,5,8,50,"Not eligible to vote",0,3,"Democratic",4,8,0,100,2
"Male","Male","Yes","Big City","Hispanic","Christian",5,0,"No",23,3.8,5,0,3,1,1,3,6,10,100,"Hillary Clinton",4,0,"Independent",4,3,15,0,7
"Male","Male","No","Big City Subrub","East Asian","Atheist",0,6,"Yes",30,3.8,4,0,3,4,2,1,8,10,200,"Not eligible to vote",8,3,"Other",3,7,0,100,8
"Male","Male","No","Big City","East Asian","Agnostic",0,3,"Yes",30,3.5,0,0,0,1,3,2,2,10,1000,"Not eligible to vote",5,5,"Other",0,6,0,100,6
"Female","Female","Yes","Big City Subrub","White","Christian",9,7,"No",32,3.1,15,40,23,1,8,2,9,7,100,"Donald Trump",10,9,"Republican",2,9,0,0,9
"Male","Male","No","Medium City","East Asian","Atheist",0,8,"Yes",33,3.9,0,0,2,3,3,2,3,2,20,"Hillary Clinton",5,0,"Democratic",7,9,0,100,8
"Female","Female","No","Big City","East Asian","Atheist",0,0,"Yes",28,3.9,0,0,0,0,2,4,10,2,216,"Not eligible to vote",5,5,"Independent",4,6,0,100,10
"Male","Male","No","Big City Subrub","South Asian","Hindu",7,8,"Yes",25,4,1,6,1,1,2,2,7,10,95,"Not eligible to vote",0,3,"Democratic",5,10,0,0,8
"Female","Female","No","Big City Subrub","East Asian","Christian",10,8,"No",25,3.7,2,2,0,0,1,2,5,0,100,"Hillary Clinton",1,7,"Republican",5,9,0,0,9
"Female","Female","No","Big City Subrub","White","Christian",8,1,"No",24,2.8,4,10,2,2,2,1,3,5,75,"Chose not to vote",0,3,"Democratic",6,4,35,0,3
"Male","Male","No","Big City Subrub","Hispanic","Religious but not one of the above",4,5,"Yes",27,3.9,18,17,3,1,7,2,7,10,200,"Hillary Clinton",0,3,"Democratic",0,7,15,50,3
"Male","Male","No","Big City","East Asian","Atheist",0,8,"Yes",35,3.4,0,0,12,2,2,2,10,10,1000,"Not eligible to vote",10,10,"Other",5,5,10,100,0
"Female","Female","No","Big City Subrub","White","Religious but not one of the above",6,8,"No",24,3.5,10,10,0,0,1,4,6,9,100,"Donald Trump",5,8,"Republican",0,6,0,50,2
"Female","Female","Yes","Medium City","White","Atheist",1,0,"Yes",31,3.6,12,15,0,1,6,4,6,5,90,"Hillary Clinton",0,2,"Democratic",4,8,0,70,4
"Male","Male","Yes","Big City","Hispanic","Christian",10,9,"No",18,2.6,2,0,2,1,14,6,3,5,500,"Hillary Clinton",4,5,"Republican",5,8,20,100,10
"Female","Female","No","Big City","Black","Christian",6,2,"Yes",19,3.2,7,6,2,0,10,2,5,7,800,"Hillary Clinton",6,2,"Democratic",2,8,10,80,9
"Female","Female","No","Big City Subrub","Black","Christian",7,5,"No",21,2.2,4,1,8,2,25,8,4,7,900,"Hillary Clinton",10,5,"Democratic",10,9,0,30,0
"Female","Female","No","Medium City","South Asian","Hindu",7,7,"Yes",32,3.6,0,0,0,0,14,4,4,10,100,"Not eligible to vote",0,5,"Other",8,10,0,100,8
"Male","Male","Yes","Big City","Hispanic","Religious but not one of the above",1,0,"No",22,2.7,12,20,15,2,2,10,7,6,70,"Hillary Clinton",0,5,"Democratic",5,7,0,0,6
"Male","Male","No","Big City Subrub","East Asian","Christian",8,5,"Yes",32,3.6,0,4,0,0,4,1,3,8,10,"Not eligible to vote",6,7,"Democratic",4,10,0,100,10
"Female","Female","No","Big City","Black","Christian",2,4,"No",20,3.6,3,0,3,1,5,2,3,5,9,"Chose not to vote",0,5,"Democratic",5,3,0,40,5
"Female","Female","Yes","Big City Subrub","White","Jewish",7,6,"Yes",29,3.7,6,3,0,0,12,3,6,2,600,"Not eligible to vote",6,3,"Democratic",2,9,0,100,9
"Male","Male","No","Big City Subrub","White","Atheist",0,0,"No",32,3.8,2,2,0,0,1,2,1,3,54,"Hillary Clinton",0,3,"Democratic",5,7,0,100,7
"Male","Male","Yes","Small Town","Other","Agnostic",2,7,"Yes",29,3,20,50,5,0,1,3,12,7,100,"Chose not to vote",0,3,"Democratic",7,4,20,50,7
"Male","Male","No","Big City Subrub","East Asian","Christian",5,7,"Yes",29,4,0,0,0,0,4,1,2,5,100,"Chose not to vote",2,5,"Other",5,10,0,30,7
"Male","Male","No","Big City","Other","Atheist",5,5,"Yes",28,3.7,1,0,0,0,7,3,10,6,1000,"Not eligible to vote",5,5,"Other",5,7,0,100,6
"Male","Male","Yes","Big City Subrub","White","Jewish",4,6,"Yes",29,3.2,6,6,10,1,4,2,10,4,100,"Chose not to vote",4,4,"Democratic",3,10,0,100,6
"Female","Female","Yes","Big City Subrub","White","Christian",3,4,"No",25,3.6,15,15,1,1,1,2,3,8,150,"Hillary Clinton",1,3,"Republican",2,10,5,70,9
"Female","Female","No","Medium City","White","Atheist",0,2,"No",28,3.8,0,0,2,5,1,2,2,5,50,"Hillary Clinton",0,2,"Democratic",5,8,20,0,2
"Female","Female","Yes","Big City Subrub","Hispanic","Agnostic",1,2,"No",21,3.2,1,2,2,2,3,3,5,5,60,"Hillary Clinton",0,2,"Independent",5,8,35,70,3
"Female","Female","No","Big City Subrub","White","Christian",5,10,"Yes",33,4,0,0,0,0,7,3,7,8,200,"Not eligible to vote",6,7,"Republican",5,9,20,10,6
"Male","Male","No","Medium City","South Asian","Buddhist",7,0,"No",26,3.2,3,6,7,5,7,9,4,4,67878,"Gary Johnson",5,10,"Democratic",2,8,15,20,3
"Male","Male","No","Big City","Hispanic","Agnostic",1,8,"Yes",24,2.4,7,50,1,1,3,1,4,7,85,"Chose not to vote",0,2,"Other",3,9,5,90,2
"Male","Male","No","Big City Subrub","East Asian","Christian",3,10,"Yes",33,3.5,0,0,0,0,1,1,0,5,1000,"Chose not to vote",7,5,"Independent",5,8,0,100,10
"Male","Male","No","Big City","Hispanic","Christian",6,4,"Yes",24,3,2,2,3,3,5,2,4,5,150,"Hillary Clinton",0,2,"Democratic",5,8,15,0,7
"Female","Female","Yes","Big City Subrub","White","Atheist",1,3,"No",27,3.7,17,11,11,1,2,2,1,5,150,"Not eligible to vote",0,2,"Independent",5,5,0,30,6
"Male","Male","Yes","Big City Subrub","White","Agnostic",1,5,"Yes",32,3.1,17,16,1,0,1,2,12,7,135,"Chose not to vote",4,6,"Independent",4,2,5,100,7
"Male","Male","Yes","Big City Subrub","White","Christian",3,6,"Yes",26,3.3,12,20,2,1,6,4,4,0,80,"Chose not to vote",0,5,"Independent",5,8,0,0,10
"Male","Male","No","Big City","East Asian","Agnostic",0,6,"Yes",33,2.9,0,0,0,1,0,3,1,4,50,"Chose not to vote",0,3,"Democratic",7,6,0,90,3
"Male","Male","No","Big City","Hispanic","Religious but not one of the above",7,10,"Yes",22,2.5,2,0,0,1,0,1,5,10,999,"Donald Trump",0,0,"Independent",5,10,0,0,10
"Male","Male","Yes","Big City","White","Christian",4,6,"Yes",29,3.2,11,4,16,1,1,2,7,5,120,"Chose not to vote",5,5,"Other",6,5,0,100,3
"Female","Female","Yes","Medium City","White","Christian",7,8,"Yes",29,3.8,6,10,0,1,9,2,9,3,100,"Hillary Clinton",2,6,"Republican",3,10,0,90,8
"Male","Male","Yes","Medium City","White","Christian",8,7,"Yes",29,3.1,8,18,2,1,1,3,6,8,80,"Gary Johnson",5,6,"Independent",4,8,0,20,7
"Female","Female","Yes","Medium City","White","Christian",7,6,"No",22,2,9,12,14,1,7,1,3,5,65,"Chose not to vote",5,5,"Republican",0,10,0,50,0
"Female","Female","No","Big City","Hispanic","Christian",3,6,"Yes",24,3.8,5,3,0,2,4,3,3,8,70,"Not eligible to vote",0,2,"Democratic",4,8,0,0,6
"Female","Female","No","Big City Subrub","White","Christian",9,10,"Yes",31,3.9,12,19,0,1,4,1,9,2,10000,"Hillary Clinton",0,3,"Democratic",8,10,10,10,10
"Female","Female","Yes","Big City Subrub","White","Atheist",1,0,"Yes",26,4,10,20,6,1,0,2,10,8,120,"Hillary Clinton",0,0,"Democratic",0,3,0,50,7
"Female","Female","No","Big City","Hispanic","Christian",7,8,"Yes",28,4,16,30,6,3,5,4,6,6,75,"Not eligible to vote",0,3,"Democratic",5,5,0,50,8
"Male","Male","No","Big City Subrub","East Asian","Christian",7,7,"Yes",28,3.6,1,2,0,0,1,2,7,7,1000,"Not eligible to vote",0,5,"Democratic",4,9,0,100,5
"Male","Male","No","Big City Subrub","White","Atheist",0,8,"Yes",29,2.8,25,5,0,0,1,1,7,8,125,"Hillary Clinton",0,3,"Independent",4,7,0,80,5
"Female","Female","Yes","Big City Subrub","White","Christian",9,3,"No",32,3.7,8,20,0,1,5,5,6,2,60,"Donald Trump",6,5,"Republican",4,7,0,90,10
"Male","Male","No","Medium City","East Asian","Buddhist",1,2,"No",24,3.5,1,4,1,1,5,1,5,9,75,"Not eligible to vote",0,3,"Democratic",5,9,20,100,7
"Female","Female","Yes","Medium City","White","Christian",3,3,"No",27,4,6,10,0,0,2,3,12,6,250,"Not eligible to vote",5,7,"Republican",3,9,0,100,6
